SOCbp,OCV_V_15C,R0_ohm_15C,R1_ohm_15C,C1_F_15C,tau1_s_15C,R2_ohm_15C,C2_F_15C,tau2_s_15C,OCV_V_25C,R0_ohm_25C,R1_ohm_25C,C1_F_25C,tau1_s_25C,R2_ohm_25C,C2_F_25C,tau2_s_25C,OCV_V_45C,R0_ohm_45C,R1_ohm_45C,C1_F_45C,tau1_s_45C,R2_ohm_45C,C2_F_45C,tau2_s_45C
0.05,3.29903244447598,0.00306747431447589,0.00105776289515346,290.768316127708,0.30756393588614,0.00318206012928719,4812.25774357905,15.3128934976964,3.25338522339121,0.00225619376848701,0.000562407780203435,613.151282430719,0.34484105168075,0.00366347440763717,4656.05391627947,17.0573343628687,3.23436994268909,0.00186436532032302,0.000233371894705446,1890.17446058045,0.441113595189504,0.00408046286595904,4654.34142181663,18.9918673372178
0.055,3.3124800906305,0.00305250661666144,0.0010231032614818,301.351909267006,0.308314121224842,0.00320880101540198,4852.276116076,15.5699885282755,3.26269409620552,0.00224525669328769,0.000531012645666028,654.872699200171,0.347745684576736,0.00369334265433597,4735.39255749164,17.489427317609,3.24341687444899,0.00185520192713884,0.000224731441751168,1985.81095113687,0.446274158094248,0.00402583841926771,4803.06178409397,19.336350660522
0.06,3.31867830221347,0.00303753891884699,0.000988443627810144,312.677726749337,0.309064306563544,0.00323554190151678,4891.63300633968,15.8270835588545,3.27162977716811,0.00223431961808837,0.000499617511128622,701.837525031124,0.350650317472722,0.00372321090103478,4813.45826189123,17.9215202723493,3.25246380620889,0.00184603853395466,0.00021609098879689,2089.09554032032,0.451434720998991,0.00397121397257638,4955.87347338477,19.6808339838262
0.065,3.32487651379643,0.00302257122103253,0.000953783994138488,324.826683825919,0.309814491902245,0.00326228278763157,4930.34468085176,16.0841785894336,3.2805654581307,0.00222338254288905,0.000468222376591215,755.100499345382,0.353554950368708,0.00375307914773358,4890.28142083631,18.3536132270897,3.26151073796879,0.00183687514077048,0.000207450535842612,2200.98387333231,0.456595283903735,0.00391658952588505,5112.94767418989,20.0253173071304
0.07,3.33107472537939,0.00300760352321808,0.000919124360466832,337.891900812212,0.310564677240947,0.00328902367374637,4968.42687708571,16.3412736200126,3.28950113909329,0.0022114506542787,0.000448588303674953,797.828118333646,0.35789636222747,0.00373078816569315,4977.33030994698,18.569365017096,3.2705576697287,0.0018277117475863,0.000198810082888334,2322.59772794237,0.461755846808478,0.00386196507919371,5274.46525608859,20.3698006304347
0.075,3.33727293696236,0.00299263582540362,0.000884464726795177,351.981094495069,0.311314862579649,0.00331576455986116,5005.89482483844,16.5983686505917,3.29843682005588,0.0021991859069649,0.000432889412652142,837.901092650714,0.362718511858156,0.00369104501316652,5069.76486654682,18.7127303285945,3.2796046014886,0.00181854835440212,0.000190169629934056,2455.26275607274,0.466916409713222,0.00380734063250238,5440.61746850436,20.7142839537389
0.08,3.34347114854532,0.00297766812758917,0.000849805093123521,367.219554746763,0.312065047918351,0.00334250544597595,5042.76326653799,16.8554636811707,3.30737250101847,0.0021869211596511,0.000417190521629332,880.989961261385,0.367540661488842,0.00365130186063988,5164.21165923224,18.8560956400929,3.2886515332485,0.00180955224613073,0.000182332135281877,2585.83657426818,0.47148110407629,0.00375484296183061,5601.90915659574,21.034289169458
0.085,3.34966936012829,0.00296270042977472,0.000815145459451865,383.75388052508,0.312815233257052,0.00336924633209075,5079.04647658421,17.1125587117498,3.31630818198107,0.0021746564123373,0.000401491630606521,927.448501372272,0.372362811119528,0.00361155870811325,5260.73711854929,18.9994609515913,3.2976984650084,0.00180162923879991,0.000179645465619619,2628.64088051488,0.47222341492686,0.00371598815535355,5704.34325630942,21.1972719745167
0.09,3.35586757171125,0.00295204058204632,0.000787284191862997,399.090805564898,0.314197882339113,0.00336921903274444,5126.38602280838,17.2719173572411,3.32524386294366,0.00216239166502351,0.000385792739583711,977.688074579151,0.377184960750214,0.00357181555558661,5359.41063170207,19.1428262630897,3.3067453967683,0.00179370623146909,0.000176958795957361,2672.74493600982,0.47296572577743,0.00367713334887648,5808.94211685357,21.3602547795754
0.095,3.36206578329421,0.00294566541219346,0.000766184721496108,412.706732761222,0.316209593100226,0.00334256753577709,5185.85343828946,17.3340653481244,3.33417954390625,0.00215012691770971,0.0003700938485609,1032.18984013467,0.3820071103809,0.00353207240305998,5460.30470889547,19.2861915745881,3.3157923285282,0.00178578322413827,0.000174272126295103,2718.20885358253,0.473708036628001,0.00363827854239941,5915.7750935803,21.5232375846341
0.1,3.36826399487718,0.00293929024234059,0.00074508525112922,427.093816954578,0.318221303861339,0.00331591603880975,5246.27678608294,17.3962133390077,3.34311522486884,0.00213786217039591,0.00035439495753809,1091.52021433604,0.386829260011586,0.00349232925053334,5563.49516103595,19.4295568860866,3.3243679874184,0.00177786021680745,0.000171585456632845,2765.09651102768,0.474450347478571,0.00359942373592235,6024.91453653087,21.6862203896928
0.105,3.37422231001124,0.00293291507248772,0.000723985780762331,442.319480757284,0.320233014622451,0.0032892645418424,5307.67930271491,17.4583613298909,3.34896753241095,0.00212559742308211,0.00033869606651528,1156.35062925835,0.391651409642272,0.00345258609800671,5669.06128970544,19.572922197585,3.33023139053167,0.00176993720947664,0.000168898786970587,2813.47585055122,0.475192658329141,0.00356056892944528,6136.43595383379,21.8492031947515
0.11,3.37973283104489,0.00292653990263486,0.000702886310395442,458.459242437472,0.322244725383564,0.00326261304487505,5370.08498396573,17.5205093207742,3.35471833982264,0.00211333267576831,0.000322997175492469,1227.48305358541,0.396473559272958,0.00341284294548007,5777.086090409,19.7162875090834,3.33609479364493,0.00176201420214582,0.000166212117308329,2863.41920725814,0.475934969179711,0.00352171412296821,6250.41818591954,22.0121859998102
