SOCbp,OCV_V_15C,R0_ohm_15C,R1_ohm_15C,C1_F_15C,tau1_s_15C,R2_ohm_15C,C2_F_15C,tau2_s_15C,OCV_V_45C,R0_ohm_45C,R1_ohm_45C,C1_F_45C,tau1_s_45C,R2_ohm_45C,C2_F_45C,tau2_s_45C
0.34,3.628898750485579,0.002680193237804867,0.0003029197251698244,1203.8281044718192,0.3646632785583141,0.0022202851412272784,7877.7741329699975,17.49090485337789,3.6006979813186346,0.0015751343717955802,0.00013329814819247406,3924.321688787732,0.5231048140269672,0.0017035116563350128,10600.292581513091,18.057721973169116
0.34500000000000003,3.633992897140805,0.0026794889629199467,0.0002997845609936474,1219.7342278889098,0.3656574900366023,0.0021966654288791136,7910.8624271680765,17.37751800637883,3.6060979187445996,0.0015758534168327076,0.0001326113896739764,3892.441131234468,0.5161820276371475,0.0016246470217293908,10573.01999562073,17.177425446570517
0.35000000000000003,3.6390870437960308,0.002688304221916702,0.00030016969393242224,1218.416001497506,0.3657315582518721,0.002178898507493004,7915.013446302957,17.24601098493657,3.6115500707146975,0.001576572461869835,0.00013192463115547872,3860.2286531856535,0.5092592412473277,0.001545782387123769,10542.96455680021,16.297128919971918
0.355,3.644181190451256,0.002698533748557905,0.00030107781910699395,1214.532929234554,0.3656689255675686,0.002162001104823907,7914.802589705996,17.111811943407485,3.617050783610827,0.0015772915069069623,0.00013123787263698107,3827.679043891758,0.502336454857508,0.0014669177525181477,10509.677428682291,15.416832393373333
0.36,3.649275337106482,0.0027087632751991077,0.0003019859442815656,1210.6732111425065,0.36560629288326507,0.0021451037021548098,7914.588411191478,16.977612901878395,3.6225514965069574,0.0015780105519440897,0.0001305511141184834,3794.786982959556,0.4954136684676883,0.0013880531179125257,10472.607769244476,14.536535866774734
0.365,3.654585771337723,0.002718992801840311,0.00030289406945613724,1206.836637162672,0.3655436601989615,0.002128206299485713,7914.370831633928,16.843413860349305,3.628052209403087,0.0015787295969812174,0.00012986435559998573,3761.547037452995,0.48849088207786856,0.0013091884833069038,10431.07200705095,13.656239340176135
0.37,3.6599801783847297,0.002729222328481514,0.0003038021946307089,1203.0229997479896,0.365481027514658,0.0021113088968166154,7914.149769374816,16.709214818820215,3.6335529222992173,0.0015794486420183447,0.00012917759708148805,3727.9536589015906,0.4815680956880488,0.0012303238487012817,10384.21130100315,12.77594281357754
0.375,3.6653745854317363,0.0027394518551227174,0.0003047103198052806,1199.232093825599,0.3654183948303545,0.0020944114941475185,7913.925140120375,16.575015777291124,3.639053635195347,0.0015801676870554721,0.0001284908385629904,3694.001180212879,0.47464530929822907,0.0011514592140956597,10330.93151833573,11.895646286978941
0.38,3.670768992478743,0.0027496813817639203,0.00030561844497985224,1195.4637167600827,0.365355762146051,0.002077514091478421,7913.696856834438,16.440816735762034,3.6445543480914773,0.0015819657683058966,0.00012982405823481173,3658.7152161102376,0.47498925728088726,0.0011034795521916085,10521.30915657798,11.61004951657014
0.385,3.6761633995257497,0.0027599109084051237,0.0003065265701544239,1191.717668317359,0.3652931294617474,0.002060616688809324,7913.4648296259875,16.306617694232944,3.650055060987607,0.0015845597162964082,0.00013264715696496802,3623.846564100834,0.4806929440052433,0.0010782797768555648,10909.122845697957,11.763086547749138
0.39,3.681557806572756,0.0027701404350463266,0.0003074346953289956,1187.9937506292165,0.3652304967774439,0.002043719286140227,7913.228965631148,16.172418652703854,3.655555773883737,0.0015871536642869197,0.0001354702556951243,3590.4311853093013,0.4863966307295993,0.0010530800015195213,11315.496981932993,11.916123578928135
0.395,3.6869522136197626,0.0027803699616875295,0.00030834282050356724,1184.2917681584734,0.3651678640931404,0.00202682188347113,7912.989168889252,16.038219611174764,3.661056486779867,0.0015897476122774313,0.00013829335442528057,3558.3800790647206,0.4921003174539553,0.0010278802261834777,11741.796663333003,12.069160610107131
0.4,3.692346620666769,0.0027881981907069983,0.00030903695757801634,1181.9721853489093,0.36527308810206616,0.001996489991388849,7927.907196933044,15.82798737133645,3.6666705474745913,0.001592341560267943,0.00014111645315543686,3527.611366691526,0.4978040041783114,0.0010026804508474342,12189.524220758776,12.22219764128613
0.405,3.697741027713776,0.0027940174591738454,0.000309552069092291,1180.7989025443112,0.36551874346449803,0.0019549186098607755,7956.415460118046,15.554144650768754,3.6723626805351257,0.0015949355082584547,0.00014393955188559315,3498.0495930879947,0.5035076909026674,0.0009774806755113905,12660.3369074184,12.375234672465126
0.41000000000000003,3.7031354347607826,0.0027998367276406925,0.0003100671806065657,1179.6295180657528,0.36576439882692985,0.001913347228332702,7986.162523943115,15.280301930201055,3.67805481359566,0.0015975294562489662,0.00014676265061574942,3469.625108912954,0.5092113776270234,0.000952280900175347,13156.067397064506,12.528271703644123
0.41500000000000004,3.708411263865781,0.0028056559961075395,0.0003105822921208404,1178.4640125167075,0.3660100541893617,0.0018717758468046286,8017.230928185866,15.006459209633357,3.6837469466561945,0.0016001234042394778,0.0001495857493459057,3442.2735227316166,0.5149150643513795,0.0009270811248393035,13678.747625264454,12.681308734823121
0.42,3.7135053398348425,0.0028114752645743866,0.00031109740363511506,1177.3023666291137,0.3662557095517936,0.0018302044652765553,8049.710711879108,14.732616489065663,3.689439079716729,0.0016027173522299893,0.00015240884807606194,3415.9352140494675,0.5206187510757354,0.0009018813495032601,14230.63662761298,12.834345766002116
0.425,3.7185994158039035,0.0028172945330412337,0.00031161251514938974,1176.144561262315,0.36650136491422547,0.0017886330837484819,8083.700284798692,14.458773768497966,3.6951312127772633,0.001605311300220501,0.00015523194680621823,3390.5548994828955,0.5263224378000915,0.0008766815741672166,14814.253179118286,12.987382797181112
0.43,3.723693491772965,0.0028231138015080808,0.0003121276266636644,1174.9905774020076,0.3667470202766573,0.0017470617022204084,8119.3074233738225,14.184931047930268,3.7008233458377977,0.0016080897602959393,0.00015639373800611854,3370.163305422899,0.5270724370261434,0.0008888840568763505,14896.251035191553,13.241040052409604
0.435,3.728787567742026,0.002828933069974928,0.0003126427381779391,1173.8403961592003,0.36699267563908916,0.0017054903206923347,8156.650412249445,13.91108832736257,3.706515478898332,0.0016109680514278322,0.0001566566716276286,3352.1854951188375,0.5251422223437313,0.0009213231920297409,14706.173066593657,13.549138312255872
0.44,3.7338816437110873,0.002834752338441775,0.0003131578496922138,1172.6939987691833,0.36723833100152103,0.001663918939164261,8195.859356973526,13.637245606794872,3.7122076119588665,0.001613846342559725,0.00015691960524913864,3334.2679318535397,0.5232120076613194,0.0009537623271831313,14529.024870408224,13.85723657210214
0.445,3.7389757196801483,0.0028405716069086224,0.00031367296120648846,1171.5513665905078,0.3674839863639529,0.0016223475576361876,8237.077698503816,13.363402886227174,3.717899745019401,0.0016167246336916178,0.0001571825388706487,3316.410313284794,0.5212817929789073,0.0009862014623365218,14363.530549212232,14.165334831948407
0.45,3.7440697956492097,0.002845423879094225,0.0003146178707755724,1169.6062159014125,0.3679790172927769,0.0015914130788112794,8264.681567712469,13.152522339068131,3.723840186545332,0.0016196029248235107,0.00015744547249215874,3298.612339090034,0.5193515782964954,0.0010186405974899123,14208.576732028401,14.473433091794675
